RECHTSTRAEGER;QUARTAL;BEKANNTGABE;MEDIUM_MEDIENINHABER;EURO
User 21;19973;2;Movie 440;1
User 244;19974;2;Movie 550;1
User 181;19974;2;Movie 405;4
User 65;19974;2;Movie 806;4
User 37;19974;2;Movie 540;2
User 44;19974;2;Movie 443;5
User 244;19974;2;Movie 183;4
User 1;19974;2;Movie 265;4
User 270;19974;2;Movie 25;5
User 299;19981;2;Movie 387;2
User 94;19982;2;Movie 572;3
User 286;19974;2;Movie 746;4
User 239;19981;2;Movie 272;5
User 216;19974;2;Movie 55;5
User 254;19981;2;Movie 121;3
User 62;19974;2;Movie 665;2
User 178;19974;2;Movie 385;4
User 194;19974;2;Movie 23;4
User 268;19974;2;Movie 955;3
User 188;19973;2;Movie 143;5
User 276;19973;2;Movie 294;4
User 158;19974;2;Movie 1098;4
User 207;19974;2;Movie 845;3
User 161;19981;2;Movie 48;1
User 305;19981;2;Movie 654;4
User 47;19974;2;Movie 324;3
User 64;19981;2;Movie 736;4
User 191;19982;2;Movie 751;3
User 7;19981;2;Movie 378;5
User 59;19981;2;Movie 92;5
User 69;19974;2;Movie 268;5
User 10;19974;2;Movie 461;3
User 21;19973;2;Movie 129;4
User 58;19981;2;Movie 9;4
User 194;19974;2;Movie 152;3
User 7;19981;2;Movie 200;5
User 113;19973;2;Movie 126;5
User 173;19974;2;Movie 328;5
User 95;19974;2;Movie 233;4
User 16;19974;2;Movie 194;5
User 59;19981;2;Movie 323;4
User 311;19981;2;Movie 654;3
User 292;19974;2;Movie 589;4
User 43;19981;2;Movie 203;4
User 79;19981;2;Movie 50;4
User 235;19981;2;Movie 70;5
User 125;19982;2;Movie 190;5
User 284;19981;2;Movie 322;3
User 303;19974;2;Movie 161;5
User 254;19981;2;Movie 378;3
User 255;19974;2;Movie 1034;1
User 104;19981;2;Movie 301;2
User 90;19982;2;Movie 923;5
User 6;19974;2;Movie 463;4
User 279;19973;2;Movie 122;1
User 286;19974;2;Movie 298;4
User 222;19974;2;Movie 448;3
User 297;19973;2;Movie 57;5
User 42;19974;2;Movie 625;3
User 130;19974;2;Movie 1217;4
User 254;19981;2;Movie 357;3
User 109;19974;2;Movie 475;1
User 230;19974;2;Movie 1444;2
User 244;19974;2;Movie 310;3
User 6;19974;2;Movie 301;2
User 36;19974;2;Movie 748;4
User 256;19974;2;Movie 443;3
User 102;19981;2;Movie 515;1
User 104;19981;2;Movie 285;4
User 21;19973;2;Movie 447;5
User 111;19982;2;Movie 301;4
User 18;19974;2;Movie 408;5
User 25;19981;2;Movie 222;4
User 110;19981;2;Movie 944;3
User 270;19974;2;Movie 98;5
User 68;19974;2;Movie 237;5
User 83;19974;2;Movie 215;4
User 6;19974;2;Movie 258;2
User 89;19974;2;Movie 216;5
User 128;19974;2;Movie 317;4
User 305;19981;2;Movie 512;4
User 184;19981;2;Movie 412;2
User 286;19974;2;Movie 175;5
User 279;19981;2;Movie 1428;3
User 256;19974;2;Movie 86;5
User 221;19973;2;Movie 48;5
User 140;19974;2;Movie 332;3
User 190;19981;2;Movie 977;2
User 11;19982;2;Movie 227;3
User 201;19981;2;Movie 203;5
User 150;19974;2;Movie 181;5
User 126;19981;2;Movie 245;3
User 20;19974;2;Movie 208;2
User 144;19981;2;Movie 742;4
User 181;19974;2;Movie 930;1
User 109;19974;2;Movie 566;4
User 85;19974;2;Movie 1065;3
User 213;19974;2;Movie 133;3
User 222;19974;2;Movie 379;1
User 223;19982;2;Movie 11;3
User 215;19982;2;Movie 421;4
User 218;19974;2;Movie 208;3
User 174;19981;2;Movie 937;5
User 275;19974;2;Movie 186;3
User 68;19974;2;Movie 742;1
User 268;19974;2;Movie 583;4
User 160;19974;2;Movie 462;4
User 195;19974;2;Movie 273;4
User 224;19981;2;Movie 178;4
User 5;19973;2;Movie 110;1
User 99;19981;2;Movie 1016;5
User 2;19981;2;Movie 251;5
User 292;19974;2;Movie 9;4
User 72;19974;2;Movie 568;4
User 85;19974;2;Movie 228;3
User 83;19974;2;Movie 281;5
User 92;19981;2;Movie 831;2
User 7;19981;2;Movie 543;3
User 87;19974;2;Movie 401;2
User 287;19973;2;Movie 926;4
User 1;19974;2;Movie 155;2
User 234;19982;2;Movie 632;2
User 222;19974;2;Movie 53;5
User 24;19973;2;Movie 64;5
User 7;19981;2;Movie 554;3
User 82;19974;2;Movie 56;3
User 161;19981;2;Movie 318;3
User 196;19974;2;Movie 393;4
User 56;19982;2;Movie 91;4
User 82;19974;2;Movie 477;3
User 7;19981;2;Movie 472;2
User 256;19974;2;Movie 761;4
User 226;19981;2;Movie 56;4
User 279;19973;2;Movie 741;5
User 308;19981;2;Movie 1286;3
User 16;19974;2;Movie 8;5
User 180;19974;2;Movie 202;3
User 203;19974;2;Movie 93;4
User 145;19973;2;Movie 56;5
User 288;19981;2;Movie 305;4
User 84;19974;2;Movie 742;3
User 44;19974;2;Movie 644;3
User 17;19981;2;Movie 13;3
User 313;19981;2;Movie 117;4
User 148;19974;2;Movie 1;4
User 197;19982;2;Movie 347;4
User 21;19973;2;Movie 164;5
User 279;19973;2;Movie 982;3
User 239;19981;2;Movie 491;5
User 185;19974;2;Movie 287;5
User 297;19973;2;Movie 89;4
User 303;19974;2;Movie 68;4
User 186;19974;2;Movie 250;1
User 73;19981;2;Movie 206;3
User 104;19981;2;Movie 756;2
User 94;19981;2;Movie 216;3
User 239;19981;2;Movie 194;5
User 197;19982;2;Movie 511;5
User 280;19982;2;Movie 1;4
User 1;19973;2;Movie 117;3
User 224;19981;2;Movie 583;1
User 303;19974;2;Movie 397;1
User 60;19974;2;Movie 162;4
User 198;19981;2;Movie 258;4
User 239;19981;2;Movie 513;5
User 6;19974;2;Movie 69;3
User 233;19974;2;Movie 375;4
User 85;19974;2;Movie 642;4
User 110;19981;2;Movie 38;3
User 184;19981;2;Movie 522;3
User 99;19981;2;Movie 873;1
User 13;19974;2;Movie 418;2
User 201;19981;2;Movie 518;4
User 13;19974;2;Movie 858;1
User 214;19982;2;Movie 131;3
User 296;19981;2;Movie 228;4
User 222;19974;2;Movie 87;3
User 279;19973;2;Movie 725;4
User 217;19981;2;Movie 182;2
User 85;19974;2;Movie 433;3
User 239;19981;2;Movie 234;3
User 13;19974;2;Movie 72;4
User 194;19974;2;Movie 77;3
User 208;19974;2;Movie 663;5
User 109;19974;2;Movie 178;3
User 230;19974;2;Movie 172;4
User 59;19981;2;Movie 485;2
User 313;19981;2;Movie 478;3
User 70;19981;2;Movie 1133;3
User 62;19974;2;Movie 182;5
User 198;19981;2;Movie 234;3
User 65;19974;2;Movie 125;4
User 174;19981;2;Movie 660;5
User 90;19982;2;Movie 12;5
User 130;19974;2;Movie 1248;3
User 100;19981;2;Movie 354;2
User 283;19974;2;Movie 432;5
User 275;19973;2;Movie 418;3
User 311;19981;2;Movie 98;5
User 195;19974;2;Movie 751;4
User 130;19974;2;Movie 105;4
User 269;19982;2;Movie 252;1
User 286;19974;2;Movie 73;5
User 7;19981;2;Movie 623;3
User 56;19982;2;Movie 222;5
User 210;19981;2;Movie 204;5
User 239;19981;2;Movie 9;5
User 96;19981;2;Movie 87;4
User 297;19973;2;Movie 73;2
User 249;19974;2;Movie 239;3
User 94;19982;2;Movie 860;2
User 84;19974;2;Movie 121;4
User 275;19974;2;Movie 265;4
User 135;19974;2;Movie 1046;3
User 291;19973;2;Movie 1178;4
User 125;19982;2;Movie 382;1
User 70;19981;2;Movie 399;4
User 311;19981;2;Movie 9;4
User 301;19974;2;Movie 523;4
User 152;19974;2;Movie 685;5
User 244;19974;2;Movie 172;4
User 275;19973;2;Movie 1091;2
User 53;19974;2;Movie 281;4
User 198;19981;2;Movie 118;2
User 244;19974;2;Movie 790;4
User 26;19981;2;Movie 125;4
User 151;19974;2;Movie 13;3
User 124;19981;2;Movie 496;1
User 24;19973;2;Movie 191;5
User 271;19981;2;Movie 65;3
User 307;19974;2;Movie 634;3
User 294;19974;2;Movie 1245;3
User 234;19982;2;Movie 241;2
User 25;19981;2;Movie 501;3
User 293;19981;2;Movie 137;3
User 201;19981;2;Movie 432;3
User 75;19981;2;Movie 240;1
User 13;19974;2;Movie 181;5
User 207;19974;2;Movie 68;2
User 2;19981;2;Movie 50;5
User 313;19981;2;Movie 566;4
User 144;19981;2;Movie 125;4
User 188;19973;2;Movie 443;4
User 276;19973;2;Movie 324;4
User 145;19974;2;Movie 974;1
User 72;19974;2;Movie 234;4
User 83;19981;2;Movie 385;4
User 181;19974;2;Movie 619;3
User 109;19974;2;Movie 402;4
User 207;19974;2;Movie 107;3
User 185;19974;2;Movie 216;4
User 14;19981;2;Movie 213;5
User 149;19974;2;Movie 319;2
User 57;19981;2;Movie 79;5
User 230;19974;2;Movie 963;5
User 176;19981;2;Movie 875;4
User 253;19982;2;Movie 97;4
User 284;19981;2;Movie 269;4
User 106;19974;2;Movie 526;4
User 121;19982;2;Movie 180;3
User 62;19974;2;Movie 86;2
User 291;19973;2;Movie 418;4
User 84;19974;2;Movie 1033;4
User 293;19981;2;Movie 380;2
User 207;19974;2;Movie 58;3
User 194;19974;2;Movie 187;4
User 109;19974;2;Movie 97;3
User 283;19974;2;Movie 845;4
User 297;19973;2;Movie 275;5
User 181;19974;2;Movie 334;1
User 78;19974;2;Movie 255;4
User 11;19982;2;Movie 425;4
User 308;19981;2;Movie 59;4
User 193;19981;2;Movie 1078;4
User 297;19973;2;Movie 234;3
User 87;19974;2;Movie 585;4
User 250;19974;2;Movie 204;2
User 8;19974;2;Movie 50;5
User 186;19982;2;Movie 148;4
User 312;19982;2;Movie 692;4
User 91;19982;2;Movie 683;3
User 5;19974;2;Movie 454;1
User 291;19973;2;Movie 376;3
User 175;19974;2;Movie 127;5
User 145;19973;2;Movie 737;2
User 7;19981;2;Movie 644;5
User 276;19973;2;Movie 419;5
User 83;19974;2;Movie 210;5
User 102;19981;2;Movie 524;3
User 153;19974;2;Movie 174;1
User 62;19974;2;Movie 302;3
User 49;19981;2;Movie 995;3
User 268;19974;2;Movie 298;3
User 207;19974;2;Movie 554;2
User 313;19981;2;Movie 616;5
User 286;19974;2;Movie 44;3
User 279;19973;2;Movie 168;5
User 276;19981;2;Movie 474;5
User 62;19974;2;Movie 59;4
User 254;19981;2;Movie 219;1
User 83;19974;2;Movie 97;4
User 63;19974;2;Movie 100;5
User 16;19974;2;Movie 178;5
User 297;19973;2;Movie 233;2
User 90;19982;2;Movie 945;5
User 85;19974;2;Movie 25;2
User 42;19974;2;Movie 98;4
User 303;19974;2;Movie 393;4
User 274;19974;2;Movie 50;5
User 104;19981;2;Movie 299;3
User 94;19981;2;Movie 792;4
User 184;19981;2;Movie 98;4
User 293;19981;2;Movie 708;3
User 248;19981;2;Movie 589;4
User 18;19974;2;Movie 950;3
User 217;19981;2;Movie 27;1
User 200;19981;2;Movie 892;4
User 201;19981;2;Movie 148;1
User 296;19981;2;Movie 222;5
User 7;19982;2;Movie 662;3
User 196;19974;2;Movie 381;4
User 69;19974;2;Movie 427;3
User 72;19974;2;Movie 196;4
User 256;19974;2;Movie 472;4
User 128;19974;2;Movie 182;4
User 151;19974;2;Movie 747;3
User 7;19981;2;Movie 171;3
User 286;19974;2;Movie 85;5
User 172;19973;2;Movie 220;4
User 308;19981;2;Movie 516;4
User 190;19982;2;Movie 974;2
User 82;19974;2;Movie 756;1
User 308;19981;2;Movie 436;4
User 59;19981;2;Movie 235;1
User 64;19981;2;Movie 1063;3
User 145;19981;2;Movie 756;2
User 220;19974;2;Movie 298;4
User 21;19973;2;Movie 324;4
User 285;19981;2;Movie 269;4
User 207;19974;2;Movie 65;3
User 198;19981;2;Movie 658;3
User 220;19974;2;Movie 333;3
User 210;19981;2;Movie 70;4
User 181;19974;2;Movie 14;1
User 158;19974;2;Movie 128;2
User 143;19981;2;Movie 682;3
User 75;19981;2;Movie 237;2
User 199;19981;2;Movie 221;4
User 223;19982;2;Movie 1150;2
User 297;19973;2;Movie 25;4
User 276;19974;2;Movie 78;4
User 299;19974;2;Movie 847;4
User 293;19981;2;Movie 325;2
User 301;19974;2;Movie 138;2
User 1;19973;2;Movie 47;4
User 164;19981;2;Movie 281;4
User 96;19981;2;Movie 673;4
User 291;19973;2;Movie 1016;4
User 7;19981;2;Movie 451;5
User 233;19974;2;Movie 177;4
User 6;19974;2;Movie 517;4
User 202;19974;2;Movie 283;3
User 214;19982;2;Movie 117;4
User 184;19981;2;Movie 602;4
User 277;19974;2;Movie 257;3
User 194;19974;2;Movie 212;1
User 95;19974;2;Movie 68;4
User 25;19981;2;Movie 257;4
User 6;19974;2;Movie 23;4
User 38;19982;2;Movie 573;1
User 313;19981;2;Movie 436;4
User 22;19974;2;Movie 241;3
User 262;19974;2;Movie 617;3
User 130;19974;2;Movie 569;3
User 66;19974;2;Movie 181;5
User 21;19973;2;Movie 948;1
User 181;19974;2;Movie 1332;1
User 262;19974;2;Movie 174;3
User 206;19981;2;Movie 302;5
User 222;19974;2;Movie 22;5
User 76;19973;2;Movie 61;4
User 151;19974;2;Movie 703;4
User 314;19974;2;Movie 28;5
User 13;19974;2;Movie 147;3
User 44;19974;2;Movie 258;4
User 303;19974;2;Movie 418;4
User 16;19974;2;Movie 89;2
User 270;19974;2;Movie 558;5
User 248;19981;2;Movie 117;5
User 125;19974;2;Movie 318;5
User 138;19974;2;Movie 523;5
User 268;19974;2;Movie 386;2
User 291;19973;2;Movie 15;5
User 234;19982;2;Movie 147;3
User 239;19981;2;Movie 96;5
User 15;19974;2;Movie 331;3
User 94;19982;2;Movie 155;2
User 136;19974;2;Movie 89;4
User 223;19982;2;Movie 423;3
User 82;19974;2;Movie 194;4
User 145;19981;2;Movie 355;3
User 280;19982;2;Movie 845;3
User 179;19982;2;Movie 339;1
User 178;19974;2;Movie 199;4
User 307;19974;2;Movie 949;4
User 10;19974;2;Movie 488;5
User 116;19974;2;Movie 331;3
User 23;19974;2;Movie 258;5
User 308;19981;2;Movie 174;4
User 185;19974;2;Movie 114;4
User 188;19973;2;Movie 237;3
User 118;19973;2;Movie 654;5
User 246;19981;2;Movie 721;4
User 234;19982;2;Movie 98;4
User 194;19974;2;Movie 239;3
User 94;19981;2;Movie 24;4
User 122;19974;2;Movie 378;4
User 312;19982;2;Movie 100;4
User 262;19974;2;Movie 64;5
User 154;19974;2;Movie 242;3
User 223;19982;2;Movie 763;3
User 99;19981;2;Movie 403;4
User 83;19974;2;Movie 43;4
User 130;19974;2;Movie 307;4
User 174;19981;2;Movie 402;5
User 256;19974;2;Movie 487;5
User 59;19981;2;Movie 177;4
User 161;19981;2;Movie 168;1
User 244;19974;2;Movie 53;3
User 250;19974;2;Movie 196;4
User 43;19981;2;Movie 40;3
User 285;19981;2;Movie 150;5
User 42;19974;2;Movie 953;2
User 97;19981;2;Movie 670;5
User 122;19974;2;Movie 510;4
User 61;19981;2;Movie 323;3
User 222;19981;2;Movie 106;2
User 4;19982;2;Movie 264;3
User 304;19981;2;Movie 259;1
User 37;19974;2;Movie 403;5
User 49;19981;2;Movie 68;1
User 303;19974;2;Movie 1098;4
User 165;19974;2;Movie 372;5
User 176;19981;2;Movie 324;5
User 3;19981;2;Movie 335;1
User 56;19982;2;Movie 869;3
User 44;19974;2;Movie 15;4
User 190;19981;2;Movie 117;4
User 29;19974;2;Movie 189;4
User 94;19981;2;Movie 174;4
User 130;19974;2;Movie 949;3
User 117;19974;2;Movie 181;5
User 303;19974;2;Movie 779;1
User 19;19981;2;Movie 435;5
User 194;19974;2;Movie 191;4
User 158;19974;2;Movie 24;4
User 56;19982;2;Movie 447;4
User 262;19974;2;Movie 223;3
User 181;19974;2;Movie 1334;1
User 214;19982;2;Movie 137;4
User 92;19973;2;Movie 747;4
User 188;19973;2;Movie 96;5
User 58;19981;2;Movie 173;5
User 244;19974;2;Movie 154;5
User 134;19982;2;Movie 879;4
User 298;19981;2;Movie 625;4
User 254;19981;2;Movie 230;4
User 230;19974;2;Movie 138;3
User 16;19974;2;Movie 209;5
User 151;19974;2;Movie 835;5
User 181;19974;2;Movie 1327;1
User 145;19973;2;Movie 1248;3
User 200;19981;2;Movie 588;5
User 248;19981;2;Movie 257;3
User 297;19973;2;Movie 432;4
User 312;19982;2;Movie 133;5
User 151;19974;2;Movie 12;5
User 110;19981;2;Movie 568;3
User 305;19981;2;Movie 483;5
User 141;19981;2;Movie 258;5
User 44;19974;2;Movie 240;4
User 186;19974;2;Movie 263;3
User 214;19982;2;Movie 213;4
User 233;19974;2;Movie 208;4
User 104;19981;2;Movie 287;2
User 312;19982;2;Movie 153;2
User 1;19974;2;Movie 222;4
User 206;19981;2;Movie 323;1
User 230;19974;2;Movie 419;4
User 56;19982;2;Movie 450;3
User 94;19982;2;Movie 651;5
User 205;19981;2;Movie 316;4
User 14;19981;2;Movie 174;5
User 268;19974;2;Movie 790;2
User 276;19974;2;Movie 1081;3
User 83;19974;2;Movie 929;3
User 268;19973;2;Movie 580;3
User 222;19974;2;Movie 1041;3
User 279;19973;2;Movie 89;4
User 5;19973;2;Movie 424;1
User 112;19981;2;Movie 331;4
User 296;19981;2;Movie 429;5
User 18;19974;2;Movie 202;3
User 13;19974;2;Movie 868;5
User 87;19974;2;Movie 210;5
User 10;19974;2;Movie 285;5
User 181;19974;2;Movie 328;3
User 23;19973;2;Movie 463;4
User 253;19982;2;Movie 746;3
User 234;19982;2;Movie 228;3
User 299;19974;2;Movie 1047;2
User 66;19974;2;Movie 1;3
User 216;19974;2;Movie 174;5
User 290;19974;2;Movie 208;3
User 79;19981;2;Movie 1161;2
User 264;19981;2;Movie 448;2
User 4;19982;2;Movie 303;5
User 144;19981;2;Movie 831;3
User 138;19974;2;Movie 517;4
User 64;19981;2;Movie 433;2
User 5;19973;2;Movie 1;4
User 276;19973;2;Movie 357;5
User 62;19974;2;Movie 433;5
User 239;19981;2;Movie 475;5
User 293;19981;2;Movie 166;3
User 130;19973;2;Movie 234;5
User 264;19981;2;Movie 70;4
User 208;19974;2;Movie 197;5
User 24;19973;2;Movie 763;5
User 279;19973;2;Movie 1162;3
User 3;19981;2;Movie 245;1
User 101;19974;2;Movie 596;3
User 162;19974;2;Movie 1019;4
User 223;19982;2;Movie 908;1
User 99;19981;2;Movie 246;3
User 239;19981;2;Movie 430;3
User 160;19974;2;Movie 160;5
User 172;19973;2;Movie 580;4
User 303;19974;2;Movie 1160;2
User 54;19974;2;Movie 676;5
User 44;19974;2;Movie 507;3
User 210;19981;2;Movie 97;5
User 164;19981;2;Movie 930;4
User 299;19974;2;Movie 240;2
User 28;19974;2;Movie 217;3
User 305;19981;2;Movie 79;3
User 18;19974;2;Movie 729;3
User 82;19981;2;Movie 343;1
User 109;19974;2;Movie 1012;4
User 207;19974;2;Movie 25;4
User 92;19974;2;Movie 1209;1
User 109;19974;2;Movie 1;4
User 15;19974;2;Movie 222;3
User 58;19981;2;Movie 709;5
User 303;19974;2;Movie 693;4
User 152;19974;2;Movie 111;5
User 194;19974;2;Movie 160;2
User 92;19973;2;Movie 241;3
User 77;19981;2;Movie 91;3
User 244;19974;2;Movie 662;3
User 177;19974;2;Movie 321;2
User 131;19981;2;Movie 221;3
User 197;19982;2;Movie 302;3
User 227;19974;2;Movie 50;4
User 85;19974;2;Movie 282;3
User 295;19974;2;Movie 72;4
User 181;19974;2;Movie 1;3
User 277;19974;2;Movie 255;4
User 279;19973;2;Movie 96;4
User 1;19973;2;Movie 253;5
User 18;19974;2;Movie 182;4
User 276;19974;2;Movie 568;4
User 87;19974;2;Movie 177;5
User 177;19974;2;Movie 69;1
User 213;19974;2;Movie 13;4
User 125;19974;2;Movie 134;5
User 128;19974;2;Movie 739;4
User 291;19973;2;Movie 428;5
User 25;19981;2;Movie 208;4
User 288;19981;2;Movie 272;5
User 207;19974;2;Movie 1350;2
User 271;19981;2;Movie 56;3
User 5;19973;2;Movie 363;3
User 274;19974;2;Movie 748;5
User 70;19981;2;Movie 419;5
User 311;19981;2;Movie 559;2
User 151;19974;2;Movie 919;5
User 199;19981;2;Movie 268;5
User 201;19981;2;Movie 209;3
User 99;19981;2;Movie 274;1
User 11;19982;2;Movie 740;4
User 59;19981;2;Movie 77;4
User 184;19981;2;Movie 277;3
User 222;19974;2;Movie 88;4
User 38;19982;2;Movie 161;5
User 59;19981;2;Movie 418;2
User 104;19981;2;Movie 300;3
User 298;19981;2;Movie 1346;3
User 180;19974;2;Movie 1119;3
User 7;19981;2;Movie 674;2
User 121;19982;2;Movie 14;5
User 268;19974;2;Movie 1041;1
User 252;19982;2;Movie 277;4
User 303;19974;2;Movie 411;4
User 210;19981;2;Movie 527;5
User 234;19982;2;Movie 648;3
User 312;19982;2;Movie 573;5
User 308;19981;2;Movie 215;3
User 234;19982;2;Movie 1397;4
User 75;19981;2;Movie 546;3
User 117;19974;2;Movie 15;5
User 246;19981;2;Movie 239;3
User 64;19981;2;Movie 516;5
User 85;19974;2;Movie 187;5
User 239;19981;2;Movie 81;3
User 59;19981;2;Movie 54;4
User 256;19974;2;Movie 220;3
User 216;19974;2;Movie 196;5
User 203;19974;2;Movie 282;1
User 13;19974;2;Movie 195;3
User 144;19981;2;Movie 153;5
User 100;19981;2;Movie 268;3
User 210;19981;2;Movie 274;5
User 94;19982;2;Movie 471;4
User 13;19981;2;Movie 807;1
User 125;19982;2;Movie 657;3
User 65;19974;2;Movie 1142;4
User 1;19974;2;Movie 113;5
User 76;19973;2;Movie 175;4
User 294;19974;2;Movie 508;4
User 263;19981;2;Movie 1451;4
User 294;19981;2;Movie 930;3
User 121;19982;2;Movie 117;1
User 85;19974;2;Movie 13;3
User 303;19974;2;Movie 426;3
User 212;19974;2;Movie 180;1
User 6;19974;2;Movie 492;5
User 181;19974;2;Movie 240;1
User 279;19973;2;Movie 746;5
User 303;19974;2;Movie 1109;4
User 184;19981;2;Movie 191;4
User 310;19974;2;Movie 116;5
User 313;19981;2;Movie 22;3
User 314;19974;2;Movie 1150;4
User 13;19974;2;Movie 121;5
User 43;19974;2;Movie 5;4
User 58;19981;2;Movie 214;2
User 215;19982;2;Movie 164;3
User 62;19974;2;Movie 288;2
User 280;19982;2;Movie 127;5
User 161;19981;2;Movie 898;3
User 11;19982;2;Movie 723;5
User 94;19982;2;Movie 218;3
User 35;19973;2;Movie 243;2
User 311;19981;2;Movie 566;4
User 48;19974;2;Movie 680;3
User 85;19974;2;Movie 604;4
User 288;19981;2;Movie 527;3
User 184;19981;2;Movie 514;5
User 151;19974;2;Movie 929;3
User 90;19982;2;Movie 690;4
User 11;19982;2;Movie 38;3
User 104;19981;2;Movie 1016;1
User 106;19974;2;Movie 582;4
User 181;19974;2;Movie 1010;1
User 37;19974;2;Movie 117;4
User 276;19973;2;Movie 845;4
User 22;19974;2;Movie 258;5
User 70;19981;2;Movie 82;4
User 5;19974;2;Movie 98;3
User 308;19981;2;Movie 95;4
User 60;19974;2;Movie 208;5
User 270;19974;2;Movie 778;5
User 243;19974;2;Movie 208;4
User 92;19974;2;Movie 540;2
User 81;19974;2;Movie 280;4
User 293;19981;2;Movie 412;1
User 200;19981;2;Movie 478;5
User 13;19974;2;Movie 308;3
User 56;19982;2;Movie 184;4
User 116;19974;2;Movie 250;4
User 295;19974;2;Movie 172;4
User 63;19974;2;Movie 1007;5
User 295;19974;2;Movie 235;4
User 104;19981;2;Movie 1010;1
User 156;19981;2;Movie 641;5
User 269;19982;2;Movie 1165;1
User 160;19974;2;Movie 430;5
User 237;19974;2;Movie 191;4
User 287;19973;2;Movie 252;1
User 290;19974;2;Movie 132;3
User 45;19974;2;Movie 109;5
User 224;19981;2;Movie 678;3
User 145;19981;2;Movie 764;2
User 277;19974;2;Movie 1011;3
User 65;19974;2;Movie 100;3
User 272;19974;2;Movie 1101;5
User 116;19974;2;Movie 255;3
User 184;19981;2;Movie 86;5
User 285;19981;2;Movie 151;5
User 222;19974;2;Movie 148;2
User 72;19974;2;Movie 28;4
User 271;19981;2;Movie 187;5
User 94;19982;2;Movie 211;5
User 246;19981;2;Movie 425;5
User 115;19974;2;Movie 8;5
User 176;19981;2;Movie 327;3
User 13;19974;2;Movie 396;3
User 129;19974;2;Movie 331;2
User 257;19974;2;Movie 1260;2
